driver_friction,friction_walking_only,id,megafire,ndvi,driver_forest_structure_rumple,driver_mean_ndvi,driver_rumple_index,driver_erc_percentile,driver_fm100_percentile,driver_fm1000_percentile,driver_bi_percentile,driver_pdsi,driver_pdsi_z,driver_spei14d,driver_spei30d,driver_spei90d,driver_spei180d,driver_spei270d,driver_spei1y,driver_spei2y,driver_spei5y,driver_temp_percentile,driver_soil_water_percentile,driver_rh_hi_percentile,driver_rh_lo_percentile,driver_vpd_hPa_hi_percentile,driver_vpd_hPa_lo_percentile,driver_wind_speed_hi_percentile,driver_wind_speed_lo_percentile,driver_wind_aspect_alignment_rad,name_frap,overlapping_pct_frap,ignition_date,ignition_year,ignition_month,last_date,ewe_rank,size_rank,frp_rank,aoir_rank,aoi_rank,mecdf,total_area_ha,frp_90,aoir_max,aoi_max,predicted_aoi,actual_aoi_during_max_aoir,cum_area_ha_tminus1,acq_date_frp,acq_date_aoir,acq_date_aoi,event_day_aoir,event_day_aoi,event_duration,modeled_max_aoir,driver_concurrent_fire_count,driver_cumulative_fire_count,driver_cumulative_fire_area,driver_starting_npl,driver_mean_npl,ewe_top,size_top,aoir_top,frp_top,idx
0.0162059172446113,0.0196487726058793,6031,0,0.264477388509108,1.01140566166829,0.282939814189334,1.0489363806394,93.1,25.3,60.675,32.725,-3.7770173072815,-1.75987923145294,-0.459835082292557,0.204207628152587,-0.785473277893933,-1.44992220401764,-1.27999997138977,-1.27999997138977,-0.620184421539307,0.170029267668724,79.75,0,82.75,18.625,83,17.125,92.125,9.875,-0.395425060956991,MATEO,0.280745443210598,2002-05-14,2002,5,2002-05-20,1056,1151,444,1572,1433,0.615473977695167,409.074146652639,109.074380165289,61.7980176111545,129.669915759791,46.1359793056259,107.93399691678,0,2002-05-14,2002-05-14,2002-05-20,1,7,7,0.84992679288136,3,33,107.654906368334,2,2,lower,size_lower,aoir_lower,frp_lower,11
0.00120980524700336,0.012283182308601,6804,0,0.297954339686037,1.0230443702784,0.340395314137121,1.02576930823968,99.675,11.175,6.625,54.325,-3.0221809763262,-0.792113209168117,-0.22016701305906,-0.792808148860932,-0.750170886913935,-1.69000005722046,-0.899988696505906,-0.997523657532644,-0.976047437007369,-0.471758305622449,99,0,59.125,3.125,99,64.875,94.375,17,-0.8648944306203,BIRCH,0.792814392360093,2002-07-02,2002,7,2002-07-05,421.5,565,610,625,557,0.790659851301115,1140.01763552914,61.6,384.56366711278,560.338065079315,46.1719793631966,430.735646475977,0,2002-07-02,2002-07-02,2002-07-03,1,2,4,2.23312144588686,1,73,559.04630167382,5,5,lower,size_lower,aoir_lower,frp_lower,12
0.0233396555264617,0.027360033940883,7128,0,0.420997028909775,1.02355681272267,0.490548885814048,1.02389079351593,99.675,11.65,7.8,71.25,-2.06030329333411,-1.66454392075539,-1.27999874663218,-0.846794089203501,-0.330448837196648,-1.44006577831204,-0.155892636812171,-0.217688746427637,-1.02038703515368,0.62999098499616,97.25,21.5,46.75,0.625,98,65.375,81.5,22.25,0.186756234727761,MUSSOLINI,0.805831534870301,2002-07-15,2002,7,2002-07-19,303.5,581,63,442,451,0.857109665427509,1098.61055748325,737.82,659.860355174184,732.901853325032,73.0414981508481,732.901853325032,323.553322209901,2002-07-15,2002-07-16,2002-07-16,2,2,5,2.30598404823267,6,80,646.194938954858,5,5,lower,size_lower,aoir_lower,frp_lower,13
0.00849506564462211,0.0174008176782827,7303,0,0.737505061185984,1.03224284190696,0.757963731819977,1.0249409600566,99.75,3.125,2.125,87.625,-3.72569582859675,-1.09794602543115,-1.4499843120575,-1.36499486118555,-2.08999991416931,-1.12999999523163,0.00188547524157913,-0.319953799247742,-1.69000005722046,0.0918736290186643,95.25,0,47.25,2.25,96.6,59.85,94.925,10.875,-0.886251530077097,STANZA,0.958511863950811,2002-07-29,2002,7,2002-08-08,828.5,898,861,1150,1084,0.663568773234201,603.677774934568,27.44,128.072585714111,194.586923637193,66.5143379230826,194.586923637193,130.003947998023,2002-07-29,2002-08-03,2002-08-03,6,6,11,1.07346143909749,7,92,1370.39492786872,5,5,lower,size_lower,aoir_lower,frp_lower,14
0.0045234302271823,0.0142810908019875,8405,0,0.69004824200707,1.03902605125523,0.723048794330882,1.03803535231854,99.75,1.05,5.55,85.35,-1.50124708016713,-0.710009479522705,-2.08999991416931,-1.4501211643219,-0.912365261713664,-0.460047364234924,-1.00991475582123,0.0299999993294477,-0.459932744503021,0.709999978542328,95.775,0,89.8,2.225,96.775,12.475,81.025,10.475,0.931482615362081,CROY,0.762664217931292,2002-09-23,2002,9,2002-10-03,455,516,445,869,741,0.774163568773234,1291.14456204659,108.787777777778,215.572679774552,345.350981266653,64.893041873617,280.465721648169,108.206766886465,2002-09-25,2002-09-25,2002-09-27,3,5,11,1.46371110811133,10,154,2084.22689853871,2,2,lower,size_lower,aoir_lower,frp_lower,15
0.00226989918875196,0.0129631617811812,8521,0,0.494409065420192,1.02371482042043,0.513316277023521,1.01926288749308,99.75,4.225,1.65,89.675,-3.7974555015564,-1.40823914182597,-1.20091902839727,-1.32110090584591,-1.40019958800283,-1.4500789790318,-1.97005460508938,-1.38433134406805,-1.68998814451283,-0.488679007254541,81.625,18,56.625,9.5,84.875,41.625,85.125,18.75,0.472785923755369,CONE,0.821656617859777,2002-09-27,2002,9,2002-10-02,648,952,484,1125,1099,0.698187732342007,560.193384574998,93.4,136.113684718363,194.452188413007,58.2457899058812,194.359474624244,21.6782448147833,2002-09-27,2002-09-28,2002-09-29,2,3,6,1.20503759288781,6,157,2098.64335514361,2,2,lower,size_lower,aoir_lower,frp_lower,16
0.00427674931366224,0.0140481295147941,9179,0,0.61426044911054,1.04350375467056,0.640192384815776,1.02705305941453,51.85,39.35,56.2,39.35,-2.58591165542603,-1.39416823387146,-1.20096073953473,0.0183250463738733,-0.691980409622193,-0.782059089261658,-0.935963119779315,-0.885821080207825,-0.800000011920929,0.32575615875575,71.45,54.25,69.25,14.4,79.225,27.025,63.5,18.85,0.927777529133281,PINE,0.642212507658819,2002-11-27,2002,11,2002-11-30,620.5,1144,639,765,777,0.703066914498141,409.382702570487,56.63,266.935983142411,323.543494856709,56.6075117142978,323.543494856709,43.3377405652203,2002-11-27,2002-11-28,2002-11-28,2,2,4,1.74319186357058,2,203,2163.94659570224,1,1,lower,size_lower,aoir_lower,frp_lower,17
0.00966612036442132,0.0155131118768723,13346,0,0.360127146457064,1.02493093779924,0.413425902478673,1.04448347149716,99.75,1.425,3.75,92.1,-0.450354636532834,-0.230307592712082,-2.08999991416931,-2.08999991416931,-0.170052562654018,-0.24000503718853,0.31154648065567,0.208978496685072,-0.315160251695376,0.0300148911774159,99.725,0,45.75,2.75,99.5,70,73.975,14.075,0.949927799596376,DEL_PUERTO_2,0.92958608895611,2003-07-19,2003,7,2003-07-26,269.5,394,300,361,372,0.879879182156134,1913.68222153212,206.681818181818,871.334772402146,948.003570568072,76.6687981659258,948.003570568072,496.638438417217,2003-07-20,2003-07-22,2003-07-22,4,4,8,2.51486344663708,9,122,272.523073599254,3,4.375,lower,size_lower,aoir_lower,frp_lower,18
0.0106795103049733,0.0161903678335388,13411,0,0.287806376825797,1.01052694833378,0.305163271025823,1.02369392934161,97.75,16.75,7.75,76,-3.07978892326355,-0.586718122164409,-0.581387131638134,-1.27999997138977,-1.12999999523163,-0.943448789648174,-0.514906361699104,-0.539928138256073,-1.00997135043144,-1.27999997138977,96.825,0,72.75,8.5,95.5,45.8,87.975,15,-0.536147018762367,CHILCOOT,0.921901600262573,2003-07-22,2003,7,2003-08-12,292,400,466,311,321,0.865706319702602,1872.65049549589,101.178571428572,1112.93949162534,1184.86803969945,71.9285480741081,1184.86803969945,237.940040185166,2003-07-22,2003-07-23,2003-07-23,2,2,22,2.80171345005135,39,128,345.5982047464,4,4.68181818181818,lower,size_lower,aoir_lower,frp_lower,19
0.0101684245415195,0.0177329401846466,13737,0,0.495946294497686,1.03278672811081,0.544100222301493,1.02672010154688,99.25,12,17.5,54.75,2.08991066614787,1.16069035232067,0.629740595817566,0.900105312466621,-0.533300156394641,0.38993551209569,0.0357399860707422,0.239974036812782,-0.0448488664502899,-0.320029612630606,99,22,69.75,9.25,97.5,55.325,88.75,8.575,0.123150125230916,COONEY,0.754429195654081,2003-08-06,2003,8,2003-08-20,781.5,1007,199,1345,1414,0.671468401486989,516.595922158782,330.85,92.5906649592357,129.752530735321,37.1618657760852,129.752530735321,0,2003-08-08,2003-08-06,2003-08-06,1,1,15,1.25034590461484,16,156,457.530632563749,4,4.73333333333333,lower,size_lower,aoir_lower,frp_lower,20
0.0193582855891917,0.0229671147890884,14116,0,0.408744880802092,1.03935638310247,0.464285211625188,1.02396509276395,99.75,3,11.05,54.1,0.311223993202051,-0.683979260921478,-0.987954986095429,-1.64154615402222,-0.291915909449259,0.334196227788926,-0.277064466476441,0.24003329873085,-0.445902353525162,-0.793764988581339,98.25,0,61.75,1.75,98.5,58.975,87.25,9.5,0.988253604342349,SUMMIT,0.662432107540619,2003-08-23,2003,8,2003-10-16,485,382,71,1033,964,0.760687732342007,2065.12487290238,697.61655011655,156.138702659887,237.562815687821,81.4241130279337,237.562815687821,734.718061492265,2003-09-30,2003-09-22,2003-09-22,31,31,55,1.07076061762497,75,172,493.492692183273,5,3.85454545454545,lower,size_lower,aoir_lower,frp_lower,21
0.0103093461305231,0.0165109864162077,14184,0,0.445858737302567,1.03501340060242,0.486983458069835,1.02809129188256,99.25,11.375,16,67.125,1.1252994963101,0.641245516637961,0.488278631653105,0.792475705345472,-0.614869361264365,0.415951910508531,0.320007730275393,0.170033014633439,-0.15711006202102,0.100000001490116,95.25,37.75,72.175,7.75,94.675,34.325,75.65,21.8,-0.370010958522551,DEVIL,0.917611124390291,2003-08-28,2003,8,2003-09-03,329.5,402,529,387,395,0.845724907063197,1871.12712608367,82.85,810.173664581925,884.516018116467,74.3423535345423,884.516018116467,367.417824863079,2003-08-29,2003-08-30,2003-08-30,3,3,7,2.47635979980575,10,177,519.965268393281,5,5,lower,size_lower,aoir_lower,frp_lower,22
0.026801403016833,0.0323811648284458,14233,0,0.454172765025357,1.04566825450925,0.496416486248052,1.02418533718733,99.75,1.25,8.175,64.375,1.6848495900631,0.306855992593423,-0.814531808429295,-0.0714918430894614,0.170095160603523,0.799979135394096,-0.169999969572477,0.386800304220782,-0.157560489699244,-0.539967954158783,98,11.75,59.275,1.25,99,57.975,86.525,21.975,0.935149044320425,WEST KERN,0.908436306626306,2003-08-30,2003,8,2003-10-01,574,456,229,1225,1101,0.714916356877323,1571.90488391002,278.2,113.593514091482,194.442546322748,80.8490322312659,194.442546322748,691.706574098573,2003-09-25,2003-09-22,2003-09-22,24,24,33,0.877553111742174,50,182,626.350273630963,5,4,lower,size_lower,aoir_lower,frp_lower,23
0.0104906136763032,0.0193906089313559,14263,0,0.7125889528249,1.03286799590445,0.752417876213827,1.01980441941716,99.6,8.8,9.15,74.7,2.19722662229796,-0.290000259876251,-0.229939010366797,0.124045932292939,0.0298935007303953,0.763999998569489,0.794008851051331,0.710045111179352,0.319999992847443,-0.100000001490116,96.725,0,67.15,7.25,94.975,49.35,95.975,21.6,0.999383366187364,HAPPY CAMP,0.541373177180238,2003-09-01,2003,9,2003-09-12,700.5,916,653,1124,1086,0.68657063197026,582.170702827231,55.04,136.341707876667,194.583105990572,58.2413981139051,194.583105990572,43.3444133853652,2003-09-05,2003-09-05,2003-09-05,5,5,12,1.20626294228052,24,184,642.92907048453,5,5,lower,size_lower,aoir_lower,frp_lower,24
0.00862410305212248,0.0172951938657349,14342,0,0.749153350881029,1.02658080487197,0.802441165270964,1.02283753629636,99.75,4.4,9.95,79.7,2.00009114742279,-0.514860054424831,-1.59284373010908,-0.861171877384186,-0.259980863332748,0.709999978542328,0.320043593645096,0.662139074108269,0.320019006729126,0.0256932398038251,95,16.25,69.675,3,95,44.4,89.6,22,-0.124272924347125,DEAFY,0.799008521302828,2003-09-04,2003,9,2003-09-23,308,375,25,606,588,0.854553903345725,2130.84080122527,1057.62534435262,398.646738311374,496.407997568471,97.761259257097,496.407997568471,994.030201516623,2003-09-13,2003-09-15,2003-09-15,12,12,20,1.62486978788969,37,187,661.87190490668,5,4.15,lower,size_lower,aoir_lower,frp_lower,25
0.00507197218365984,0.0143314854198282,14365,0,0.341504811756809,1.03481978676376,0.350594236595627,1.03789174933248,98.4,20.05,20.15,56.15,1.40002696514129,1.77548870444297,0.247594622522592,1.41591575145721,0.469948995113373,0.814976343512535,0.540002977848053,0.469955338537693,0.0545370452105998,-0.155963780358433,90.375,35.5,81,17.625,89.875,28.5,73.875,8.625,-0.0359156241691153,40 FIRE,0.844103040870041,2003-09-04,2003,9,2003-09-10,1255,1521,680,1557,1463,0.576905204460966,258.54156562723,48.6515151515152,63.9689776427876,129.549167794833,65.5801901520455,129.549167794833,86.4903616210298,2003-09-06,2003-09-06,2003-09-06,3,3,7,0.680786812217461,18,187,661.87190490668,5,5,lower,size_lower,aoir_lower,frp_lower,26
0.00962872637292583,0.0157063275106679,14383,0,0.412867744577348,1.03733069569827,0.466357020545242,1.03716453033186,99.7,1.5,12.65,69.8,-0.73518906945274,-0.488572738567988,-1.22601161003113,-0.333973529934883,0.127945248144014,0.0997526869177818,-0.692013072967529,0.0812519306937853,-0.845724953923907,-1.24996566772461,92.75,42.5,68.75,2.25,94,48,91.875,9.125,-0.373558783518842,DEXTER,0.844462858508794,2003-09-05,2003,9,2003-09-28,709,768,371,1301,1175,0.685408921933085,753.766208960181,152.072727272727,100.112771968988,172.937343069153,72.8245711001648,172.937343069153,281.347894395235,2003-09-23,2003-09-15,2003-09-15,11,11,24,0.864875936734796,37,192,701.464666259197,5,3.875,lower,size_lower,aoir_lower,frp_lower,27
0.00943979143626869,0.0171859254919071,14492,0,0.757894598051413,1.04914997274063,0.80874459088001,1.03395801603899,98.3,6.9,25.55,72,1.95884435827082,0.027890719845891,-0.224685896797614,0.107575395567851,-0.258912096240304,0.799943820996718,0.71000771630894,0.799930909546939,0.63004332780838,0.239882643520832,94.225,21.75,73.9,1.675,95.05,33,91.725,9.5,-0.410830233932011,LOMA,0.895879535858443,2003-09-09,2003,9,2003-09-22,1138,1174,695,1551,1405,0.601533457249071,388.442760968606,45.6060606060606,66.2973948202882,129.79119118226,63.4937963619718,129.79119118226,86.5274823929164,2003-09-16,2003-09-16,2003-09-16,8,8,14,0.714984731384524,24,200,718.695814874978,5,3.92857142857143,lower,size_lower,aoir_lower,frp_lower,28
0.0222449259240883,0.0316875179802052,14602,0,0.527559979782753,1.10226074733267,0.609681614363104,1.03285617132484,97.55,3.65,12.625,78.625,2.05019450187683,-0.459814339876175,-1.12999999523163,-0.0298829320818186,0.240045249462128,0.709999978542328,-0.0299999993294477,0.100027278065681,-0.169999971985817,-0.459872156381607,96.525,12.1,49.05,1.75,97.25,60.725,90.775,13.15,0.436848395070617,WHIT,0.694804072450709,2003-09-12,2003,9,2003-09-24,1861.5,1312,612,2287,2029,0.46003717472119,323.508459456452,60.6616083916084,13.9784975432215,64.9994833478173,29.3540567667939,43.3325543100154,0,2003-09-21,2003-09-12,2003-09-15,1,4,13,0.389473427108431,20,206,730.978673883015,5,3.53846153846154,lower,size_lower,aoir_lower,frp_lower,29
0.00164749947645379,0.01222408093569,14620,0,0.331299831740607,1.0755547279997,0.398691445588721,1.03963871680554,99.75,1.35,6.15,86.5,2.54610924720764,-1.38611104488373,-2.08942747116089,-1.49783113002777,0.188850590586663,0.782151055335999,-0.239834466576576,-0.0299576044082642,-0.239950552582741,-0.577063496907552,97.475,0,42.25,1.025,98.25,63.275,92.25,18.775,0.673797160822494,MOUNTAIN,0.757203975392946,2003-09-13,2003,9,2003-10-01,1654,1073,324,2149,1753,0.50139405204461,452.553986493072,188.8,24.1219937490713,86.5679033909567,62.4459096418854,86.5679033909567,86.6613843828731,2003-09-25,2003-09-19,2003-09-19,7,7,19,0.326628379980323,24,208,748.843555328592,5,3.26315789473684,lower,size_lower,aoir_lower,frp_lower,30
0.0217877900573893,0.0255022580444301,14896,0,0.750598901892337,1.06499701546935,0.823726103349519,1.03870359410383,98.8,3.2,11.5,77.875,1.33007907867432,-1.01000533103943,-1.69000005722046,-0.619899272918701,-0.460045874118805,0.900057673454285,0.240041273832322,0.710042476654053,0.320043694972992,-0.263799424469471,97.875,13.125,60.5,3.125,97.875,46.625,83.625,13.375,0.0773349273250467,CANOE,0.97192930943116,2003-09-19,2003,9,2003-10-03,1162,1295,683,1552,1408,0.596421933085502,324.111707042736,48.2058769513315,66.2397310384361,129.775377075789,63.5356460373525,129.775377075789,86.70332133874,2003-09-23,2003-09-25,2003-09-25,7,7,15,0.714203984004134,17,218,814.901305194509,3,3,lower,size_lower,aoir_lower,frp_lower,31
0.0237234633818706,0.0275786010805091,14973,0,0.555636801555406,1.04591840174854,0.621808095346195,1.03057860602443,99.75,2.75,7.25,67.1,2.73983607292176,-1.64004275798797,-1.27983741760254,-1.38192172050476,0.169866374135018,1.18999998569489,-0.111731652230024,0.183985412120819,-0.246666499018669,-0.319992828369141,96.075,5,43.025,0.75,97.825,63.725,92.075,16,0.540702010055031,TUOLUMNE WFU,0.536446537742553,2003-09-21,2003,9,2003-10-05,398.5,701,122,736,720,0.801347583643123,860.790134765308,526.09375,282.792737175161,366.610291676191,62.2469821264414,345.039719301603,64.9916574268956,2003-09-26,2003-09-28,2003-09-29,8,9,15,1.71254948454193,18,219,818.138801886702,3,3,lower,size_lower,aoir_lower,frp_lower,32
0.0127815338463349,0.0199499801314531,15015,0,0.806749022797285,1.0306846794209,0.829403481303421,1.02842738903584,99.45,1.25,9.05,83,0.984177303314207,-1.22187843322754,-1.69024872779846,-0.568086037039757,-0.460045665502548,0.98799524307251,0.239999994635582,0.470196485519409,0.319999992847443,-0.239802375435829,98,13,75.175,2.525,98.225,31.625,87.2,11.775,0.799925846914237,CANOE,0.932227738983803,2003-09-22,2003,9,2003-10-01,3023,1480,620,3626,2386,0.159851301115242,259.181339259119,59.3188311688312,-11.4758094235299,43.3521199733377,54.8278249986214,43.3520155750915,21.6760495465949,2003-09-23,2003-09-23,2003-09-28,2,7,10,-0.234844623004933,12,220,826.741853004242,3,3,lower,size_lower,aoir_lower,frp_lower,33
0.00996861724244179,0.0170074995362275,15846,0,0.436930865101644,1.03695287614027,0.482729483123945,1.03238716302663,99.75,2.15,9.8,70.2,-0.159890729188919,-1.39307351586146,-1.45000004768372,-1.13000587988467,-0.724628597727189,0.161079153146308,0.582510005205105,0.450707674113822,-0.386449695087614,-1.0477135567962,96.75,0,66,4,98.25,37.625,82.375,16.75,0.952143770617143,ROBLAR 2,0.742048629572914,2003-10-21,2003,10,2003-10-30,216,259,134,382,400,0.900325278810409,3544.93537353146,495.3,824.415279262252,881.681046656664,57.2657673944114,881.681046656664,215.867357434763,2003-10-26,2003-10-23,2003-10-23,3,3,10,2.73412734798087,10,249,1542.25761171516,2,2.2,lower,size_lower,aoir_lower,frp_lower,34
